stop_name,avg_delay,p75_delay,factor,trip_count,route_count,lat,lon
Marison Factory,6.252,8.402,1.256,729,110,13.05,77.493
Mariyappanapalya,7.209,9.81,1.458,1507,102,12.999,77.556
Marsuru Gate,5.32,7.062,1.043,128,16,12.77,77.701
Maruthi Circle,5.517,7.412,1.12,394,28,12.943,77.559
Maruthi Mandira,6.843,9.185,1.354,1169,77,12.968,77.536
Maruthi Nagara,7.458,10.11,1.449,1375,149,12.99,77.494
Maruthi School,5.766,7.562,1.172,542,49,13.01,77.643
Maruthi Sevanagara,6.394,8.41,1.295,986,59,13.002,77.634
Maruthi Temple Kamalanagara,5.309,7.123,1.077,279,5,12.995,77.535
Maruthinagara Malleshpalya,5.146,6.992,1.032,85,16,12.973,77.675
Mary Immaculate School,5.483,7.162,1.078,202,44,13.126,77.668
Matadahalli,5.409,7.085,1.092,298,23,13.014,77.594
Mathikere,6.702,8.895,1.347,1069,111,12.883,77.182
Mattahalli Cross,5.069,6.672,1.025,51,20,13.11,77.444
Mayasandra Gate,5.239,7.002,1.028,81,12,12.75,77.748
Mayasandra Kodi,5.197,6.75,1.024,74,8,12.748,77.742
Mayohall,6.45,8.282,1.314,860,151,12.973,77.61
Mayohall G-2,5.085,6.772,1.023,65,10,12.974,77.611
Medahalli,6.007,8.082,1.208,576,98,13.026,77.72
Medi Agrahara Cross,5.005,6.602,1.037,84,26,13.101,77.53
Meenakshi Temple,5.993,8.032,1.204,586,85,12.875,77.595
Meenakunte,4.985,6.865,1.026,72,12,13.181,77.642
Meenakunte Hosuru,5.509,7.203,1.126,353,57,13.185,77.641
Mekhri Circle,8.81,11.415,1.814,2487,271,13.015,77.583
Metipalya,4.988,6.7,1.037,108,15,12.994,77.402
Metro,6.253,8.212,1.238,659,112,12.893,77.567
Military Accounts Office,6.574,8.582,1.299,886,112,12.967,77.621
Military Bridge,5.619,7.62,1.128,426,27,12.946,77.64
Military Dairy Farm (Esteem Mall),9.065,12.365,1.856,2586,300,13.049,77.593
Milk Booth,5.087,6.742,1.033,109,7,12.903,77.511
Milk Booth JP Nagara,5.025,6.745,1.024,66,12,12.91,77.595
Milk Dairy Hegganahalli,5.317,7.022,1.116,356,38,13.007,77.505
Millers Road,5.008,6.61,1.021,67,5,12.995,77.602
Minerva Circle,5.348,7.0,1.079,247,23,12.954,77.58
Minerva Mill,6.154,7.822,1.213,633,79,12.979,77.564
Modern Food Goraguntepalya,5.717,7.655,1.124,380,41,13.025,77.534
Modi Hospital,6.24,8.302,1.274,973,27,12.997,77.546
Monotype Corporation,5.465,7.11,1.08,254,23,12.922,77.571
Moodalapalya,5.532,7.363,1.116,359,37,12.971,77.525
Mosque Road,6.769,9.312,1.361,1137,104,13.0,77.616
Mother Dairy Cross Yalahanka,6.985,9.6,1.413,1412,67,13.1,77.577
Mother Dairy Yalahanka,5.856,7.392,1.159,555,20,13.099,77.575
Mount Carmel College,5.319,6.92,1.05,172,8,12.993,77.589
Muddayanapalya,5.116,6.8,1.018,61,3,12.966,77.488
Muddayanapalya Junction,5.16,6.83,1.028,87,8,12.971,77.488
Muddinapalya Junction,5.344,7.022,1.055,184,11,12.971,77.488
Multiplex Marathahalli,7.175,9.7,1.433,1470,76,12.952,77.7
Muncipal Office Vijayapura,5.169,6.972,1.035,108,11,13.296,77.8
Muneshwara Block,5.323,6.805,1.03,86,12,12.942,77.549
Muneshwara Devasthana,7.149,9.292,1.415,1186,177,12.936,77.607
Muneshwara Layout,5.479,7.2,1.085,276,21,12.874,77.471
Muneshwara Nagara,5.161,6.8,1.027,74,13,13.018,77.671
Muneshwara Temple,5.131,6.82,1.034,85,20,12.983,77.503
Munireddy Palya J C Nagara,6.332,8.38,1.307,955,95,13.007,77.593
Munish Singh Hospital,6.136,7.922,1.208,641,67,12.977,77.751
Munnekolalu Cross (Spice Garden),6.845,9.03,1.425,1357,114,12.956,77.71
Murugeshpalya,6.401,8.572,1.284,825,115,12.959,77.656
Museum,5.578,7.422,1.136,407,49,12.974,77.596
Muslim Colony,5.66,7.49,1.16,466,64,13.011,77.615
Muthkur Cross Shivakote,5.257,6.96,1.036,91,21,13.143,77.502
Muthugadahalli,5.002,6.63,1.022,50,16,12.725,77.48
Muthyalamadu Cross,5.088,6.602,1.038,125,9,12.72,77.69
Muthyalanagara,5.754,7.77,1.143,430,51,13.044,77.553
Muttanalluru Cross,5.877,7.76,1.192,579,68,12.887,77.738
Muttanalluru Gate,5.255,6.592,1.022,50,15,12.843,77.727
Mutturayanaswamy Temple,5.563,7.443,1.115,356,37,12.992,77.443
Mutturu,4.995,6.6,1.022,73,5,13.287,77.552
Mylanahalli,5.32,7.295,1.04,83,32,13.184,77.696
Mylanahalli Bare,4.966,6.662,1.04,95,26,13.127,77.398
Mylanahalli Gate,5.03,6.74,1.039,94,25,13.133,77.404
Mylasandra Cross,6.345,8.622,1.29,745,163,12.844,77.613
Mylasandra Road Junction,5.319,7.312,1.073,205,33,12.842,77.619
Mysore Bank,8.764,11.862,1.721,2143,269,12.973,77.582
Mysore Circle,5.057,6.932,1.024,83,3,12.961,77.56
Mysore Lamp,5.073,6.632,1.037,129,5,13.015,77.559
Mysore Road Bus Station,7.373,9.905,1.489,1502,159,12.954,77.544
Mysore Road Metro Station,7.49,9.77,1.527,1558,201,12.946,77.53
Mysore Road TollGate,7.13,9.44,1.475,1354,204,12.957,77.552
NAL Manipal Hospital,5.514,7.373,1.114,348,38,12.96,77.65
NAL/Manipal Hospital,5.92,8.102,1.178,501,79,12.96,77.651
NES Office,8.023,10.88,1.654,2031,203,13.098,77.592
NGEF,6.312,8.312,1.27,675,160,12.988,77.65
NGEF Layout Nagarabhavi,5.627,7.22,1.142,441,45,12.961,77.51
NICE Office,5.215,6.92,1.047,150,13,12.879,77.494
NICE Road,5.456,7.23,1.1,251,59,12.857,77.527
NICE Road 11th Stone,5.223,6.812,1.047,150,13,12.864,77.511
NICE Road 12th Stone,5.212,6.91,1.047,150,13,12.86,77.522
NICE Road 13th Stone,5.13,6.783,1.047,150,13,12.849,77.558
NICE Road 14th Stone,5.007,6.79,1.047,150,13,12.849,77.572
NICE Road 15th Stone,5.05,6.703,1.047,150,13,12.855,77.61
NICE Road 16th Stone,5.226,7.01,1.047,150,13,12.864,77.625
NICE Road 17th Stone,5.293,7.05,1.047,150,13,12.865,77.644
NICE Road 1St Stone,5.025,6.975,1.018,64,2,13.042,77.475
NICE Road 1st Stone,5.205,6.892,1.024,76,6,13.042,77.475
NICE Road 2nd Stone,5.134,6.818,1.042,140,8,13.032,77.476
NICE Road 3rd Stone,5.069,6.76,1.042,140,8,13.023,77.476
NICE Road 4th Stone,5.043,6.65,1.024,76,6,13.009,77.475
NICE Road 5th Stone,4.959,6.66,1.025,78,7,12.971,77.471
NICE Road 6th Stone,5.2,6.873,1.043,142,9,12.946,77.47
NICE Road 7th Stone,5.09,6.735,1.043,142,9,12.938,77.47
NICE Road 8th Stone,5.255,7.052,1.043,142,9,12.927,77.47
NICE Road 9th Stone,5.181,7.022,1.027,81,9,12.888,77.485
NICE Road Bannerughatta Road Junction,5.073,6.75,1.047,150,13,12.85,77.586
NICE Road Kanakapura Road Junction,5.487,7.25,1.093,272,36,12.858,77.526
NICE Road Kengeri Road Junction,6.122,8.142,1.212,501,140,12.903,77.469
NICE Road Magadi Road Junction,5.2,7.03,1.043,142,9,12.99,77.472
NICE Road Mysore Road Junction,5.152,6.762,1.043,142,9,12.902,77.471
NICE Road Tumkur Road Junction,5.08,6.65,1.042,140,8,13.054,77.477
NIFT College,5.229,7.02,1.05,171,9,12.912,77.652
NR Colony,5.395,7.212,1.084,263,25,12.938,77.569
NTTF Peenya,6.477,8.772,1.296,952,77,13.025,77.511
Nagadenahalli,5.072,6.672,1.017,54,4,13.285,77.599
Nagadevanahalli,5.337,7.28,1.086,255,33,12.936,77.492
Nagalakshmi Kalyana Mantapa,5.135,6.97,1.025,85,5,12.927,77.568
Nagaland Circle,5.826,7.652,1.156,518,32,13.056,77.557
Nagarabhavi Circle,6.277,8.292,1.253,767,87,12.959,77.517
Nagarabhavi Vishweshwaraiah Sports Club,5.155,6.88,1.075,254,13,12.969,77.5
Nagaraholenagara Cross,5.169,6.83,1.075,235,22,12.997,77.497
Nagaruru Cross,5.04,6.912,1.036,83,25,13.092,77.445
Nagasandra,5.135,6.78,1.018,62,3,13.039,77.5
Nagasandra Circle,5.039,6.922,1.053,181,9,12.937,77.572
Nagasandra Cross,5.629,7.65,1.134,469,17,13.038,77.505
Nagasandra Metro Station,4.998,6.65,1.026,52,22,13.048,77.499
Nagashettyhalli,5.579,7.56,1.118,414,15,13.042,77.573
Nagavara,5.682,7.77,1.15,438,59,13.038,77.623
Nagavara Junction Petrol Bunk,5.788,7.82,1.175,503,73,13.042,77.625
Nagawara Junction,7.641,10.245,1.586,1826,178,13.04,77.624
Nagenahalli,5.321,7.28,1.103,261,60,13.192,77.399
Nagenahalli Gate,5.619,7.542,1.134,324,85,13.13,77.571
Nagendra Block,5.16,7.015,1.03,86,12,12.942,77.553
Nagondanahalli,5.024,6.642,1.018,53,6,12.975,77.771
Nalku Kamba,5.152,7.022,1.024,50,18,12.852,77.452
Nallur Cross,5.2,6.742,1.036,115,9,13.202,77.771
Nanda Talkies,5.854,7.63,1.192,576,70,12.933,77.58
Nandas Hotel,4.938,6.5,1.02,73,1,12.922,77.645
Nandhini Layout,5.661,8.055,1.152,460,52,13.015,77.531
Nandi Garden Kothanur,5.288,6.873,1.082,262,22,12.867,77.566
Nandidurga Road,5.087,6.84,1.029,89,9,13.001,77.6
Nandini Cool Joint,5.295,6.935,1.04,146,2,12.913,77.645
Nandini Hotel JP Nagara,5.227,6.7,1.067,219,16,12.905,77.586
Nandini Layout Bus Stand,5.334,7.162,1.095,313,21,13.012,77.536
Nandini Layout Ring Road,5.811,7.77,1.158,478,54,13.012,77.529
Nanjappa Circle,6.007,8.27,1.229,754,51,13.068,77.56
Nanjundeshwara Stores,5.191,7.102,1.033,106,8,12.934,77.542
National College,5.703,7.48,1.161,471,63,12.949,77.574
National Games Village Gate,5.198,6.792,1.03,85,14,12.949,77.62
National Public School Ullala,5.045,6.74,1.015,53,2,12.956,77.479
National college,5.038,6.795,1.017,63,1,12.925,77.578
Navarang Theatre,7.322,9.922,1.478,1622,83,12.999,77.553
Navayuga Toll,5.429,7.13,1.115,355,37,13.201,77.661
Navayuga Toll  (Military Dairy Farm),5.213,6.748,1.058,206,5,13.05,77.593
Navayuga Toll (KIA),5.795,7.822,1.192,673,23,13.194,77.649
Navayuga Toll (Military Dairy Farm),5.271,6.962,1.042,150,4,13.05,77.593
Navodaya Nagara,5.527,7.23,1.108,361,21,12.881,77.584
Navodaya School Bagalur,5.13,6.83,1.049,107,36,13.149,77.675
Navodaya School Doddaballapura,5.279,6.91,1.072,229,20,13.269,77.552
Navya Badavane,5.109,6.672,1.044,137,13,12.787,77.654
Nayanahalli Cross,5.259,7.02,1.041,130,11,12.761,77.655
Nayandahalli,7.383,9.678,1.466,1352,189,12.943,77.526
Nayandahalli Junction,5.796,7.91,1.203,659,49,12.944,77.53
Nayara Petrol Pump Lakshmi Layout,5.36,7.182,1.065,212,16,12.891,77.588
Neeladri Nagar,5.145,6.582,1.024,73,9,12.842,77.648
Neeladri Nagar SNN Raj Neeladri Apartment,5.0,6.623,1.016,55,3,12.843,77.644
Neeladri Nagara,5.037,6.802,1.024,63,12,12.841,77.648
Neelagiri Thopu,5.454,7.42,1.116,356,38,12.996,77.502
Neelasandra BDA Complex,5.089,6.7,1.025,84,4,12.957,77.615
Neelasandra Bus Stand,5.218,6.92,1.078,268,12,12.957,77.614
Neelasandra Rose Garden,5.251,6.922,1.034,108,10,12.954,77.617
Neeleri Gate,5.022,6.7,1.023,64,10,13.259,77.706
Nelagadarenahalli,5.728,7.56,1.137,470,21,13.031,77.503
Nelagulli Cross,5.504,7.113,1.071,195,34,12.774,77.492
Nelamangala Bus Station,6.398,8.43,1.307,931,106,13.098,77.394
Nelamangala Court,5.135,6.96,1.037,105,16,13.088,77.394
Nelamangala Hunasemara,5.181,6.83,1.06,132,44,13.101,77.391
Nelamangala Hunasemara 1,5.135,6.795,1.024,55,17,13.1,77.391
Nelamangala Jass Toll,5.17,6.762,1.02,56,10,13.115,77.374
Neraluru Gate,6.076,8.272,1.193,627,47,12.792,77.728
Nettakallappa Circle,5.531,7.413,1.136,443,33,12.939,77.572
Nettigere Cross,5.157,6.873,1.058,162,26,12.761,77.487
New Baldwin International School,5.091,6.623,1.046,114,27,13.073,77.737
New Baldwin School,5.529,7.22,1.122,423,18,13.014,77.658
New Gabbadi,5.138,6.915,1.032,105,7,12.713,77.482
New Guddadahalli,7.267,9.565,1.476,1355,205,12.956,77.548
New Horizon College,6.875,9.19,1.428,1457,73,12.935,77.691
New Horizon School,5.503,7.22,1.119,394,25,12.969,77.641
New MICO Gate,5.186,7.05,1.033,79,21,12.87,77.658
Nimhans Hospital,8.274,11.27,1.649,1902,254,12.939,77.598
Nimishamba Temple,5.429,7.242,1.106,338,29,12.925,77.518
Nirmala Store,5.195,6.64,1.077,234,26,12.942,77.56
Nisarga Layout,5.158,6.742,1.033,68,26,13.072,77.453
Nobel Residency,5.067,6.68,1.029,70,18,12.859,77.612
Noor Nagara,5.493,7.38,1.121,360,45,13.08,77.634
North Road,5.584,7.295,1.098,314,26,12.948,77.571
Nursery Maragondanahalli,5.158,6.79,1.031,103,6,12.936,77.439
Nursery Nelamangala,6.181,8.125,1.236,725,77,13.09,77.409
OMEX Circle Sriramapura,5.069,6.84,1.03,99,7,12.799,77.661
Oil Mill Road Junction,5.133,6.542,1.018,53,7,13.013,77.635
Okalipura,7.283,9.86,1.49,1544,142,12.983,77.568
Old Baiyappanahalli,5.366,7.19,1.073,253,11,12.994,77.644
Omkar Hills,5.079,6.71,1.046,141,15,12.905,77.505
P and T Quarters,5.521,7.402,1.122,425,16,13.022,77.605
PES College,5.61,7.623,1.17,551,42,12.935,77.537
PVP School,5.702,7.46,1.16,496,50,12.949,77.497
Padmanabha Nagara,5.498,7.44,1.08,255,22,12.918,77.56
Palace Ground,7.178,9.842,1.506,1465,207,13.011,77.584
Palanahalli Gate,6.497,8.575,1.352,980,162,13.117,77.608
Pallavi Talkies,6.155,8.205,1.253,783,80,12.968,77.591
Palya Gate,5.574,7.58,1.118,362,38,13.221,77.682
Pandurangapura,5.027,6.602,1.02,60,8,13.269,77.661
Papanahalli Gate,5.086,6.428,1.03,103,5,13.189,77.795
Papareddypalya,5.378,7.2,1.103,315,34,12.972,77.508
Parangipalya,5.292,6.97,1.046,161,6,12.909,77.649
Parvatapura Devanahalli,4.89,6.632,1.023,64,10,13.257,77.712
Parvathi Nagara,5.347,6.935,1.087,291,18,13.016,77.52
Parvathipura,5.128,6.9,1.044,84,39,13.173,77.566
Passport Office Koramangala,5.097,6.7,1.032,87,16,12.946,77.619
Patalamma Temple,5.641,7.522,1.107,285,55,12.905,77.53
Patel Public School Kalyananagara,5.144,6.703,1.028,73,16,13.014,77.642
Pattanagere Jayanna Circle,5.643,7.45,1.134,430,35,12.926,77.514
Pattandur Agrahara Gate,7.029,9.63,1.401,1208,142,12.988,77.734
Pattareddypalya,5.448,7.22,1.091,244,46,12.794,77.505
Pattegarpalya Circle,4.975,6.703,1.024,79,6,12.976,77.526
Peddanapalya Cross,5.014,6.842,1.039,93,25,12.968,77.389
Peenya 14th Cross,5.65,7.405,1.148,483,34,13.017,77.506
Peenya 14th cross,5.588,7.42,1.15,471,45,13.016,77.506
Peenya 2nd Stage,6.204,8.005,1.245,788,64,13.011,77.507
Peenya 2nd stage,5.332,6.84,1.09,282,26,13.011,77.507
Peenya Industry Metro Station,7.044,9.382,1.45,1334,170,13.036,77.526
Peenya Metro Station,5.85,7.762,1.222,679,74,13.033,77.533
Pepsi Factory,4.966,6.66,1.02,55,9,13.143,77.345
Pepsi Gate,5.452,7.115,1.085,215,49,12.872,77.439
Periyar Nagara Circle,5.696,7.182,1.16,466,64,13.008,77.613
Philips Millenium Halasuru,5.617,7.472,1.135,330,83,12.982,77.624
Philomenas Hospital,5.675,7.45,1.127,417,28,12.965,77.61
Pinto Bore,5.213,6.992,1.034,79,23,12.871,77.45
Pipeline Vasanthapura,4.993,6.735,1.034,100,13,12.895,77.555
Poornaprajna Layout,5.504,7.28,1.111,326,44,12.909,77.536
Poornaprajna School,5.589,7.662,1.102,258,60,13.075,77.652
Poornima Talkies,5.9,7.73,1.183,594,44,12.961,77.588
Poorvankara Apartment,5.192,7.07,1.047,150,13,12.853,77.542
Postal and Telecom Colony,5.843,7.795,1.16,466,64,13.012,77.616
Pothalappa Garden,5.168,6.705,1.046,151,11,12.95,77.606
Prabasnagara,5.092,6.96,1.043,141,10,12.812,77.578
Prarthana School,5.532,7.66,1.135,407,47,12.912,77.558
Prasanna Layout,5.415,7.2,1.075,235,22,12.996,77.496
Prasanna Theatre,7.312,9.4,1.514,1573,171,12.975,77.553
Prashanth Nagara,5.669,7.58,1.129,400,41,12.976,77.531
Premium Farm Mandur,5.145,6.722,1.046,114,27,13.079,77.737
Press Layout,5.442,7.402,1.079,264,15,12.951,77.492
Prestige Shantiniketana /Manipal Hospital,5.729,7.762,1.168,416,102,12.989,77.727
Priyadarshini Layout,5.517,7.51,1.116,359,37,12.971,77.527
Purvankara Northern Destiny Bellahalli,5.453,6.992,1.118,352,43,13.096,77.636
Puttenahalli,6.64,8.825,1.355,1000,158,13.11,77.58
Puttenahallipalya,5.182,7.033,1.042,146,6,12.896,77.582
R V Dental College,5.486,7.302,1.082,270,18,12.91,77.586
R V Teachers College,5.721,7.83,1.18,581,46,12.945,77.58
RBI Layout,5.603,7.642,1.118,399,22,12.888,77.582
RC College,5.286,7.17,1.048,109,34,12.984,77.587
RINAC Factory Marenahalli,5.126,6.783,1.025,65,14,12.975,77.366
RK Apartment,5.067,6.932,1.026,72,12,13.015,77.665
RK Farm,5.306,6.812,1.079,243,25,12.759,77.704
RK Hegde Nagara,5.704,7.412,1.145,430,55,13.071,77.634
RM Guttahalli,8.348,10.72,1.626,1896,216,13.0,77.584
RMC Yard (Yashawanthapura New Railway Station),5.967,8.135,1.236,681,98,13.024,77.549
RMC Yard (Yeshawanthapura New Railway Station),5.845,7.76,1.23,691,83,13.025,77.548
RMG Factory,5.463,7.292,1.079,264,15,13.076,77.517
RMS Sanjayanagara,5.504,7.338,1.12,417,16,13.038,77.574
RMV 2nd Stage,5.491,7.29,1.108,377,14,13.042,77.58
RR Medical College,6.479,8.67,1.235,582,143,12.896,77.461
RR Nagara Petrol Bunk,5.761,7.615,1.148,469,41,12.933,77.516
RR School,5.662,7.535,1.142,453,38,12.928,77.514
RR Temple,5.832,7.89,1.147,468,40,12.927,77.511
RT Nagara Police Station,5.953,7.975,1.215,706,48,13.024,77.593
RT Nagara Post Office,5.093,6.82,1.014,50,1,13.022,77.592
RTN Post Office,5.294,6.932,1.078,248,22,13.022,77.593
RV College,6.02,8.105,1.22,549,132,12.925,77.499
RV Dental College,5.16,6.972,1.069,235,11,12.911,77.586
Radhareddy Layout,5.91,7.94,1.186,568,62,12.909,77.69
Radiant Redwood Apartment Koppa Road,5.004,6.61,1.026,66,15,12.857,77.611
Raghavendra Circle,5.109,6.59,1.027,74,13,13.02,77.674
Raghavendra Tent,5.329,7.172,1.063,197,19,13.08,77.782
Raghunathapura Doddaballapura,4.958,6.93,1.017,54,4,13.289,77.577
Raghuvanahalli Cross,5.915,7.652,1.174,443,99,12.881,77.546
Ragi Machine,5.032,6.79,1.028,87,9,12.892,77.56
Ragigudda Temple,6.326,8.32,1.3,1000,61,12.917,77.593
Ragihalli Gate,5.453,7.52,1.105,275,57,12.8,77.599
Rahamathnagara,5.249,7.07,1.092,298,23,13.018,77.592
Railway Gate,5.259,6.86,1.042,136,10,13.252,77.554
Railway Gate Bashettihalli,5.033,6.72,1.03,93,10,13.251,77.554
Railway Gate Kempapura,5.222,6.7,1.015,53,1,12.969,77.559
Railway Gate Kodigehalli,4.966,6.51,1.022,51,15,13.062,77.574
Railway Gate Lakshmisagara,5.156,6.623,1.057,154,28,12.824,77.411
Railway Gollahalli,5.054,6.632,1.019,55,7,13.147,77.418
Raitarasanthe Yalahanka,6.209,8.28,1.206,560,102,13.098,77.599
Raj Bhavan,5.199,6.972,1.06,176,23,12.984,77.593
Rajagopala Nagara Police Station,5.576,7.42,1.091,289,25,13.024,77.522
Rajagopalanagara,5.725,7.72,1.189,626,41,13.014,77.509
Rajajinagara 1st Block,5.048,6.61,1.036,118,8,13.005,77.549
Rajajinagara 2nd Block,5.805,7.652,1.154,505,36,12.996,77.551
Rajajinagara Entrance,5.551,7.27,1.162,531,38,12.984,77.557
Rajajinagara Metro Station,5.692,7.5,1.16,553,24,13.0,77.55
Rajajinagara Old Police Station,5.897,7.93,1.187,608,45,12.989,77.554
Rajanukunte,5.752,7.562,1.147,355,94,13.173,77.564
Rajapalya,5.746,7.642,1.169,418,103,12.991,77.721
Rajarajeshwari nagara Gate,7.179,9.645,1.48,1397,193,12.936,77.518
Rajarajeshwari nagara Metro Station,5.303,7.022,1.048,172,5,12.936,77.519
Rajkumar Punya Bhoomi,5.768,7.72,1.153,467,52,13.019,77.532
Rama Mandira Chamarajapet,5.146,6.855,1.06,202,12,12.957,77.564
Rama Mandira Rajajinagara,5.34,6.962,1.077,260,14,12.986,77.556
Ramagondanahalli,5.953,7.812,1.213,625,83,12.957,77.739
Ramakrishna Ashrama,6.741,9.03,1.32,1032,81,12.949,77.568
Ramakrishnapura Gate,5.289,6.992,1.094,275,38,12.779,77.702
Ramalinga Reddy Estate,5.095,6.642,1.024,74,8,12.746,77.74
Ramamurthy Nagara Alada Mara,6.01,7.953,1.185,628,32,13.011,77.677
Ramamurthy Nagara Church,5.838,7.552,1.185,628,32,13.012,77.679
Ramamurthy Nagara Manipal,5.889,7.785,1.185,628,32,13.012,77.67
Ramamurthy Nagara Police Station,5.793,7.64,1.185,628,32,13.012,77.668
Ramanahalli,5.082,6.703,1.021,59,10,13.183,77.744
Ramanjaneya Temple Nandhini Layout,5.008,6.66,1.04,116,17,13.021,77.529
Ramasandra,5.099,6.69,1.027,79,11,12.946,77.468
Ramasandra Cross,5.11,6.61,1.044,147,9,12.933,77.462
Ramaswamypalya,4.968,6.652,1.018,53,7,13.01,77.635
Rameshnagara,5.007,6.55,1.025,80,7,12.964,77.682
Ramohalli,5.547,7.51,1.087,210,55,12.907,77.419
Ramohalli Cross,5.87,7.73,1.192,455,126,12.887,77.451
Rampura,5.144,6.715,1.038,91,24,13.052,77.691
Rampura Cross,5.075,6.76,1.019,56,8,13.052,77.681
Ranga Jangama,5.195,7.042,1.024,50,18,12.856,77.453
Rani Saraladevi,5.34,7.033,1.072,242,14,12.939,77.585
Rani Saraladevi High School,5.239,6.873,1.08,264,17,12.938,77.585
Ravagodlu Gate,5.162,6.882,1.049,145,19,12.749,77.486
Ravi Tent,5.226,7.06,1.06,178,22,12.952,77.621
Ravuthanahalli Cross,6.173,7.962,1.249,750,88,13.073,77.439
Rayan Circle,7.127,9.422,1.48,1363,208,12.96,77.568
Rayasandra,5.049,6.75,1.04,108,20,12.879,77.672
Rayasandra Circle,5.082,6.84,1.024,59,15,12.876,77.671
Rayasandra Cross,5.057,6.712,1.018,54,7,13.212,77.741
Rayasandra Gate,4.973,6.783,1.024,85,2,13.234,77.727
Reliance Petrol Bunk Goraguntepalya,5.52,7.52,1.124,380,41,13.029,77.536
Renuka Nagara,5.102,6.972,1.032,66,25,13.106,77.388
Reva College Gate,5.726,7.485,1.137,404,53,13.122,77.63
Richmond Circle,8.202,10.808,1.621,1833,238,12.967,77.599
Robin Theatre,5.29,7.16,1.068,221,17,12.916,77.48
Rock Line Studio,5.039,6.652,1.018,62,3,13.041,77.496
Rolling Mill,6.32,8.812,1.293,947,74,13.027,77.515
Roopena Agrahara,7.27,9.982,1.474,1395,183,12.912,77.626
Roopena Agrahara FLY,5.15,6.703,1.04,130,9,12.912,77.626
Roopena Agrahara Toll,5.098,6.76,1.033,117,3,12.912,77.626
Royal Layout,5.235,6.822,1.033,92,15,12.869,77.576
Royal Meenakshi Mall,5.074,6.68,1.018,64,1,12.876,77.596
Royal Meenakshi Mall BG Road,5.003,6.835,1.023,79,3,12.876,77.596
Rukmini Nagara,5.606,7.545,1.146,504,22,13.041,77.505
Rupesh Hotel,5.175,6.892,1.044,140,13,12.812,77.666
Ryan International School,5.707,7.472,1.162,462,70,12.82,77.585
S Medahalli,5.246,6.9,1.038,99,21,12.824,77.786
S R S Mathikere,5.468,7.22,1.078,242,24,13.061,77.531
SAP Labs,6.012,8.16,1.225,778,33,12.978,77.714
SBI Bank,5.989,8.08,1.24,800,48,13.072,77.546
SBM Gayathri Nagara,4.997,6.51,1.017,50,6,13.0,77.56
SFS High School Hebbagodi,6.484,8.46,1.309,943,103,12.834,77.68
SI Apartment HSR Layout,7.049,9.3,1.448,1525,76,12.917,77.629
SJES College,6.05,8.122,1.202,565,92,13.023,77.715
SKF Factory,5.197,6.965,1.047,118,28,13.061,77.742
SLV Bakery,5.264,6.892,1.065,220,11,12.921,77.543
SMVIT Cross,6.027,8.27,1.224,624,104,13.152,77.621
SRS Peenya,7.168,9.735,1.452,1336,172,13.034,77.53
STRR Devanahalli Toll,5.179,6.798,1.024,85,2,13.207,77.762
Saalu Doddy,5.489,7.14,1.127,326,71,12.831,77.513
Sadahalli Gate,7.037,9.422,1.428,1425,87,13.191,77.646
Sadashivanagara Police Station,5.752,7.64,1.165,577,21,13.016,77.573
Sadhanapalya Gate,5.38,7.102,1.059,165,27,12.768,77.489
Sadhapanalli Gate,5.035,6.708,1.04,133,8,13.163,77.793
Safal Market,5.43,7.462,1.076,213,34,13.038,77.76
Sahakara Nagara Police Station,5.045,6.552,1.026,75,11,13.064,77.583
Sahakara Nagara Post Office,4.95,6.69,1.024,63,12,13.061,77.587
Sai Baba General Hospital,6.016,8.092,1.209,644,68,12.974,77.75
Sai Lakshmi Industries,5.444,7.2,1.086,249,36,13.025,77.762
Sajjan Rao Circle,5.258,7.033,1.062,180,25,12.953,77.577
Salarpuria Apartment,5.204,6.99,1.04,146,2,12.907,77.633
Saluhunase,5.59,7.35,1.119,307,66,12.811,77.511
Sambhram College,5.115,6.672,1.069,164,45,13.088,77.547
Samethanahalli,5.316,7.045,1.077,152,65,12.98,77.79
Sampangiram Nagara,5.717,7.79,1.164,467,71,12.825,77.586
Sampigehalli Bannerughatta,5.213,7.012,1.043,141,10,12.805,77.579
Sangam Circle,7.243,9.61,1.424,1399,92,12.918,77.578
Sanjay Gandhi Hospital,5.842,7.623,1.159,490,51,12.927,77.593
Sanjayanagara,5.431,7.265,1.12,417,16,13.034,77.576
SanjeeviniNagara,5.194,6.71,1.029,67,20,13.058,77.591
Sanna Amanikere,5.646,7.27,1.119,364,39,13.234,77.695
Sannathammanahalli,5.275,6.772,1.076,213,34,13.048,77.761
Santekatte,5.479,7.422,1.12,310,67,12.807,77.511
Santhe Gate,5.295,7.0,1.032,66,25,13.077,77.795
Sapthagiri College,6.065,8.14,1.233,674,96,13.067,77.503
Sapthagiri Convention Hall,5.905,7.79,1.186,537,76,13.051,77.757
Sapthagiri Hospital,6.056,7.902,1.231,670,94,13.071,77.504
Sapthagiri Layout,5.741,7.635,1.149,449,52,13.104,77.611
Sarakki,6.224,8.355,1.26,729,118,12.91,77.573
Sarala Birla Academy,5.572,7.44,1.118,317,59,12.812,77.584
Saraswathi Nagara,5.738,7.67,1.116,359,37,12.974,77.53
Saraswathipuram,5.394,7.37,1.093,309,20,13.009,77.538
Sarathi Nagara,5.082,6.82,1.033,92,15,12.874,77.573
Sarayipalya,5.811,7.6,1.175,503,73,13.047,77.629
